RL2088,20,88,3.121686692109796013e+02,-1.434068138435616311e+04,3.433834596783839856e+02,5.006973907643100275e-08,-2.903291994235265416e-03,9.014306489692772706e-01,6.247469103686134228e-13,-9.231572189828091174e-11,7.830585904646767618e-09,1.645574997146482813e-07,4.631402444803690488e-06,1.702952139888704378e-02,9.315761510538533038e-05,3.167299370212621449e-11,-7.757608599965873860e-09,7.631499355419767083e-07,-2.383884646074727016e-05,7.594691151554951950e-04,7.438596525997972497e-01,1.575851020797680926e-02
RL19130,19,130,4.609605612488097677e+02,-1.828821951700641876e+04,4.032920956707021105e+02,1.837940894162858462e-07,-2.326080743293856487e-03,1.033180947641734404e+00,-3.652432849007602124e-13,1.184721948885304456e-10,-1.412409566200264331e-08,1.060681627126160070e-06,-2.252921891972378365e-05,1.555729713918614469e-02,-1.085320135204177359e-03,3.138905144767888703e-11,-9.912090062396963552e-09,1.326603463538882675e-06,-6.925499259571666407e-05,2.335663173480911903e-03,6.300654293292465846e-01,2.482147896530997877e-01
RL09150,09,150,2.538135805884627132e+02,-1.423673988829309019e+04,2.561194950487529809e+02,-1.926843055354785272e-15,-3.582481433145076437e-03,9.096398390498455777e-01,-4.881818082358433326e-13,1.817980064630836316e-10,-2.590448818179285309e-08,2.039508295720181120e-06,-5.693906510913157853e-05,1.676801982438031260e-02,-2.325286033264686338e-03,2.295340096000971185e-11,-8.686084387876321071e-09,1.417069688619859666e-06,-9.946248054757311947e-05,3.716582227149298461e-03,8.472794464656945301e-01,1.737480387818086391e-01
